'(ID)','Company Name','Type','Address','City','State','ZIP','Country','Phone','Website','Inception Date','Jurisdiction','SEC Number','Employees (from Statements->Employees," most recent)'	",'Contact Name 1',Contact Title 1',Contact Name 2',Contact Title 2',Contact Name 3',Contact Title 3'
801-54360,  Osterweis Capital Management LLC     ,Funds Manager," One Maritime Plaza, Suite 800", San Francisco, California,94111, United States,  (415) 434-4441,http://www.osterweis.com,5/2/97,3/31/15,California,801-54360,54,John Osterweis,Chairman and Chief Investment Officer,John Tavernetti,Chief Compliance Officer,Matthew Berler,President and Chief Executive Officer
801-70049,  Bondwave LLC     ,Funds Manager, 120 E. Liberty Drive, Wheaton, Illinois,60187, United States,  (630) 517-7000,http://www.bondwave.com,4/16/09,3/31/15,Delaware,801-70049,24,James Bowen,Chairman of the Board,Russell Graham,Chief Executive Officer,Mark Bradley,Chief Financial Officer
801-62894,"  Oak Hill Advisors, L.P.     ",Funds Manager, 1114 Avenue Of The Americas, New York, New York,10036, United States,  (212) 326-1500,http://www.oakhilladvisors.com,3/25/04,3/31/15,Delaware,801-62894,211,Glenn August,Founder/Chief Executive Officer,William Bohnsack,President/Senior Partner,Scott Krase,"Portfolio Manager/ Partner/Vice Chairman, Europe"
801-71092,  First Western Capital Management Company     ,Funds Manager, 1900 Avenue Of The Stars, Los Angeles, California,90067, United States,  (310) 229-2940,http://myfw.com/offices/century-city/,2/19/10,3/31/15,Colorado,801-71092,18,Scott Wylie,Chairman/Ceo,Karen Garcia,Chief Compliance Officer,Lene Simnioniw,Secretary
801-71989,"  LC Advisors, LLC     ",Funds Manager, 71 Stevenson St, San Francisco, California,  94105-2985 , United States,  (415) 632-5600,http://www.lc-advisors.com,11/19/10,3/31/15,California,801-71989,28,Carrie Dolan,Cfo,Renaud Laplanche,President,Jason Altieri,Chief Compliance Officer
801-71004,"  BTG Pactual Asset Management US , LLC     ",Funds Manager, 601 Lexington Avenue, New York, New York,10022, United States,  (212) 293-4600,#,1/19/10,3/31/15,Delaware,801-71004,133,John Fath,Managing Partner,David Martin,Managing Partner,Joshua Shapiro,Chief Compliance Officer
801-60103,"  Ssga Funds Management, Inc.     ",Funds Manager, State Street Financial Center, Boston, Massachusetts,21112900, United States,  (617) 786-3000,#,4/6/01,3/31/15,Massachusetts,801-60103,163,James Ross,Chairman; Director,Ellen Needham,President; Director,Alyssa Albertelli,Chief Compliance Officer
801-76085,"  Ritchie Capital Management, L.L.C.     ",Funds Manager, 120 North Hale Street, Wheaton, Illinois,  60187-5113 , United States,  (630) 315-5700,http://www.ritchiecapital.com,4/16/12,3/31/15,Delaware,801-76085,20,William Hobbs,"General Counsel / Chief Legal Officer, Chief Compliance Officer",Christopher Beaulieu,"Manager and Chief Operating Officer / Chief Executive Officer, Chief Financial Officer",,
801-80720,  Amherst Capital Management LLC     ,Funds Manager, 200 Park Avenue, New York, New York,10166, United States,  (212) 922-6770,#,1/2/15,3/31/15,Delaware,801-80720,1,Lawrence Lafer,Chief Compliance Officer,Sean Dobson,Chief Executive Officer and Chief Investment Officer,,
801-63245,  Consilium Investment Management LLC     ,Funds Manager, 3101 N. Federal Hwy., Fort Lauderdale, Florida,33306, United States,  (954) 315-9380,http://consimllc.com,6/18/04,3/31/15,Florida,801-63245,9,Charles Cassel,"Managing Director, Cfo, Cco",Jonathan Binder,Managing Director,,
801-64875,"  Yogi Advisors, LLC     ",Funds Manager," 21 Dupont Circle, N. W.", Washington, District of Columbia,20036, United States,  (202) 828-6200,#,11/14/05,3/31/15,Delaware,801-64875,11,Chris Niemczewski,Managing Member,William Stott,Member,Carolyn Miller,Managing Member
801-73124,"  Pine Capital Management, LLC     ",Funds Manager, 100 Pine Street, San Francisco, California,94111, United States,  (415) 229-9000,#,2/21/12,3/31/15,Delaware,801-73124,6,Julie Meissner,Cco,Leon Root,Cfo,Richard Dirickson,Managing Member
801-77195,"  North Peak Asset Management, LLC     ",Funds Manager, 457 Washington Street, Duxbury, Massachusetts,2332, United States,  (781) 285-8903,http://northpeakam.com,11/30/12,3/31/15,Delaware,801-77195,3,Michael Hanus,Managing Member/Member,Cory Pavlik,"Cco, Cfo/Member",Gary Gallagher,Member
801-73650,  CIT Asset Management LLC     ,Funds Manager, 11 West 42nd Street, New York, New York,10036, United States,  (212) 771-9339,http://www.cit.com/,3/30/12,3/31/15,Delaware,801-73650,6,Kenneth Boyle,Senior Vice President,Kathleen Nassaney,Director (Officer),Markus van Ophem,Director &amp; Assistant Secretary
801-56365,  AMG Funds LLC     ,Funds Manager, 800 Connecticut Avenue, Norwalk, Connecticut,6854, United States,  (203) 299-3500,https://www.amgfunds.com,3/30/99,3/31/15,Delaware,801-56365,112,Keitha Kinne,Chief Operating Officer/Cio,Patrick Spellman,Chief Compliance Officer,Jeffrey Cerutti,Chief Executive Officer
801-61883,"  BEL Air Management, LLC     ",Funds Manager," 1999 Avenue Of The Stars, Suite 2800", Los Angeles, California,90067, United States,  (310) 229-1500,#,3/14/03,3/31/15,Delaware,801-61883,7,Andrew Dunbar,General Counsel/Chief Compliance Officer,,,,
801-73124,"  Pine Capital Management, LLC     ",Funds Manager, 100 Pine Street, San Francisco, California,94111, United States,  (415) 229-9000,#,2/21/12,3/31/15,Delaware,801-73124,6,Julie Meissner,Cco,Leon Root,Cfo,Richard Dirickson,Managing Member
801-77195,"  North Peak Asset Management, LLC     ",Funds Manager, 457 Washington Street, Duxbury, Massachusetts,2332, United States,  (781) 285-8903,http://northpeakam.com,11/30/12,3/31/15,Delaware,801-77195,3,Michael Hanus,Managing Member/Member,Cory Pavlik,"Cco, Cfo/Member",Gary Gallagher,Member
801-73650,  CIT Asset Management LLC     ,Funds Manager, 11 West 42nd Street, New York, New York,10036, United States,  (212) 771-9339,http://www.cit.com/,3/30/12,3/31/15,Delaware,801-73650,6,Kenneth Boyle,Senior Vice President,Kathleen Nassaney,Director (Officer),Markus van Ophem,Director &amp; Assistant Secretary
801-56365,  AMG Funds LLC     ,Funds Manager, 800 Connecticut Avenue, Norwalk, Connecticut,6854, United States,  (203) 299-3500,https://www.amgfunds.com,3/30/99,3/31/15,Delaware,801-56365,112,Keitha Kinne,Chief Operating Officer/Cio,Patrick Spellman,Chief Compliance Officer,Jeffrey Cerutti,Chief Executive Officer
801-61883,"  BEL Air Management, LLC     ",Funds Manager," 1999 Avenue Of The Stars, Suite 2800", Los Angeles, California,90067, United States,  (310) 229-1500,#,3/14/03,3/31/15,Delaware,801-61883,7,Andrew Dunbar,General Counsel/Chief Compliance Officer,,,,
801-74254,"  EDG Management Company, LLC     ",Funds Manager, 5445 Triangle Parkway, Norcross, Georgia,30092, United States,  (770) 453-8000,http://www.edgpartners.com/,3/23/12,3/31/15,Delaware,801-74254,12,James Eaton,Managing Director,Alan Dahl,Managing Director,Michael Gaffney,"Managing Director, Cco"
801-78066,"  Quant Global Capital Advisors, LLC     ",Funds Manager, 30 Broad Street, New York, New York,10004, United States,  (203) 570-1730,http://www.quantgloballlc.com,5/20/13,3/31/15,Delaware,801-78066,4,Huiming Qiu,"Managing Member, Chief Compliance Officer",Frank Xu,Member,,
801-78857,"  Aterian Investment Management, LP     ",Funds Manager, 11 East 44th Street, New York, New York,10017, United States,  (212) 547-2810,http://www.aterianpartners.com/,1/2/14,3/31/15,Delaware,801-78857,8,MICHAEL FIELDSTONE,"Principal/Limited Partner of Aterian Investment Management, Lp",CHRISTOPHER THOMAS,"Principal/Limited Partner of Aterian Investment Management, Lp",BRANDON BETHEA,"Principal/Limited Partner of Aterian Investment Management, Lp"
801-73922,"  Armor Advisors, L.L.C.     ",Funds Manager, 410 Park Avenue, New York, New York,10022, United States,  (646) 873-8501,http://www.armorcapital.com,3/30/12,3/31/15,Delaware,801-73922,6,Dov Plitman,Manager and Member of Registrant,Boris Zhilin,Manager and Member of Registrant,Robert Earley,Manager and Member of Registrant
801-78009,  Savoie Capital LLC     ,Funds Manager, 440 S. Lasalle, Chicago, Illinois,60605, United States,  (312) 932-8006,http://savoiecapital.com,5/1/13,3/31/15,Delaware,801-78009,2,Richard Dooley,Chief Compliance Officer,Paul Savoie,Chief Investment Officer,,
,"  Equity International Management, LLC     ",Funds Manager, Two North Riverside Plaza, Chicago, Illinois,60606, United States,  (312) 675-7400,http://www.equityinternational.com,,,,,29,,,,,,
801-79002,  AAG Capital Markets LLC     ,Funds Manager, 848 Brickell Avenue, Miami, Florida,33131, United States,  (305) 504-8777,http://www.acap.aero,1/3/14,3/31/15,Delaware,801-79002,5,Robert Korn,President,William Hoffman,Manager,Javier Meireles,Treasurer
801-73124,"  Pine Capital Management, LLC     ",Funds Manager, 100 Pine Street, San Francisco, California,94111, United States,  (415) 229-9000,#,2/21/12,3/31/15,Delaware,801-73124,6,Julie Meissner,Cco,Leon Root,Cfo,Richard Dirickson,Managing Member
801-77195,"  North Peak Asset Management, LLC     ",Funds Manager, 457 Washington Street, Duxbury, Massachusetts,2332, United States,  (781) 285-8903,http://northpeakam.com,11/30/12,3/31/15,Delaware,801-77195,3,Michael Hanus,Managing Member/Member,Cory Pavlik,"Cco, Cfo/Member",Gary Gallagher,Member
801-73650,  CIT Asset Management LLC     ,Funds Manager, 11 West 42nd Street, New York, New York,10036, United States,  (212) 771-9339,http://www.cit.com/,3/30/12,3/31/15,Delaware,801-73650,6,Kenneth Boyle,Senior Vice President,Kathleen Nassaney,Director (Officer),Markus van Ophem,Director &amp; Assistant Secretary
801-56365,  AMG Funds LLC     ,Funds Manager, 800 Connecticut Avenue, Norwalk, Connecticut,6854, United States,  (203) 299-3500,https://www.amgfunds.com,3/30/99,3/31/15,Delaware,801-56365,112,Keitha Kinne,Chief Operating Officer/Cio,Patrick Spellman,Chief Compliance Officer,Jeffrey Cerutti,Chief Executive Officer
801-61883,"  BEL Air Management, LLC     ",Funds Manager," 1999 Avenue Of The Stars, Suite 2800", Los Angeles, California,90067, United States,  (310) 229-1500,#,3/14/03,3/31/15,Delaware,801-61883,7,Andrew Dunbar,General Counsel/Chief Compliance Officer,,,,
801-74254,"  EDG Management Company, LLC     ",Funds Manager, 5445 Triangle Parkway, Norcross, Georgia,30092, United States,  (770) 453-8000,http://www.edgpartners.com/,3/23/12,3/31/15,Delaware,801-74254,12,James Eaton,Managing Director,Alan Dahl,Managing Director,Michael Gaffney,"Managing Director, Cco"
801-78066,"  Quant Global Capital Advisors, LLC     ",Funds Manager, 30 Broad Street, New York, New York,10004, United States,  (203) 570-1730,http://www.quantgloballlc.com,5/20/13,3/31/15,Delaware,801-78066,4,Huiming Qiu,"Managing Member, Chief Compliance Officer",Frank Xu,Member,,
801-78857,"  Aterian Investment Management, LP     ",Funds Manager, 11 East 44th Street, New York, New York,10017, United States,  (212) 547-2810,http://www.aterianpartners.com/,1/2/14,3/31/15,Delaware,801-78857,8,MICHAEL FIELDSTONE,"Principal/Limited Partner of Aterian Investment Management, Lp",CHRISTOPHER THOMAS,"Principal/Limited Partner of Aterian Investment Management, Lp",BRANDON BETHEA,"Principal/Limited Partner of Aterian Investment Management, Lp"
801-73922,"  Armor Advisors, L.L.C.     ",Funds Manager, 410 Park Avenue, New York, New York,10022, United States,  (646) 873-8501,http://www.armorcapital.com,3/30/12,3/31/15,Delaware,801-73922,6,Dov Plitman,Manager and Member of Registrant,Boris Zhilin,Manager and Member of Registrant,Robert Earley,Manager and Member of Registrant
801-78009,  Savoie Capital LLC     ,Funds Manager, 440 S. Lasalle, Chicago, Illinois,60605, United States,  (312) 932-8006,http://savoiecapital.com,5/1/13,3/31/15,Delaware,801-78009,2,Richard Dooley,Chief Compliance Officer,Paul Savoie,Chief Investment Officer,,
801-73124,"  Pine Capital Management, LLC     ",Funds Manager, 100 Pine Street, San Francisco, California,94111, United States,  (415) 229-9000,#,2/21/12,3/31/15,Delaware,801-73124,6,Julie Meissner,Cco,Leon Root,Cfo,Richard Dirickson,Managing Member
801-77195,"  North Peak Asset Management, LLC     ",Funds Manager, 457 Washington Street, Duxbury, Massachusetts,2332, United States,  (781) 285-8903,http://northpeakam.com,11/30/12,3/31/15,Delaware,801-77195,3,Michael Hanus,Managing Member/Member,Cory Pavlik,"Cco, Cfo/Member",Gary Gallagher,Member
801-73650,  CIT Asset Management LLC     ,Funds Manager, 11 West 42nd Street, New York, New York,10036, United States,  (212) 771-9339,http://www.cit.com/,3/30/12,3/31/15,Delaware,801-73650,6,Kenneth Boyle,Senior Vice President,Kathleen Nassaney,Director (Officer),Markus van Ophem,Director &amp; Assistant Secretary
801-56365,  AMG Funds LLC     ,Funds Manager, 800 Connecticut Avenue, Norwalk, Connecticut,6854, United States,  (203) 299-3500,https://www.amgfunds.com,3/30/99,3/31/15,Delaware,801-56365,112,Keitha Kinne,Chief Operating Officer/Cio,Patrick Spellman,Chief Compliance Officer,Jeffrey Cerutti,Chief Executive Officer
801-61883,"  BEL Air Management, LLC     ",Funds Manager," 1999 Avenue Of The Stars, Suite 2800", Los Angeles, California,90067, United States,  (310) 229-1500,#,3/14/03,3/31/15,Delaware,801-61883,7,Andrew Dunbar,General Counsel/Chief Compliance Officer,,,,
801-74254,"  EDG Management Company, LLC     ",Funds Manager, 5445 Triangle Parkway, Norcross, Georgia,30092, United States,  (770) 453-8000,http://www.edgpartners.com/,3/23/12,3/31/15,Delaware,801-74254,12,James Eaton,Managing Director,Alan Dahl,Managing Director,Michael Gaffney,"Managing Director, Cco"
801-73124,"  Pine Capital Management, LLC     ",Funds Manager, 100 Pine Street, San Francisco, California,94111, United States,  (415) 229-9000,#,2/21/12,3/31/15,Delaware,801-73124,6,Julie Meissner,Cco,Leon Root,Cfo,Richard Dirickson,Managing Member
801-77195,"  North Peak Asset Management, LLC     ",Funds Manager, 457 Washington Street, Duxbury, Massachusetts,2332, United States,  (781) 285-8903,http://northpeakam.com,11/30/12,3/31/15,Delaware,801-77195,3,Michael Hanus,Managing Member/Member,Cory Pavlik,"Cco, Cfo/Member",Gary Gallagher,Member
801-73650,  CIT Asset Management LLC     ,Funds Manager, 11 West 42nd Street, New York, New York,10036, United States,  (212) 771-9339,http://www.cit.com/,3/30/12,3/31/15,Delaware,801-73650,6,Kenneth Boyle,Senior Vice President,Kathleen Nassaney,Director (Officer),Markus van Ophem,Director &amp; Assistant Secretary
801-56365,  AMG Funds LLC     ,Funds Manager, 800 Connecticut Avenue, Norwalk, Connecticut,6854, United States,  (203) 299-3500,https://www.amgfunds.com,3/30/99,3/31/15,Delaware,801-56365,112,Keitha Kinne,Chief Operating Officer/Cio,Patrick Spellman,Chief Compliance Officer,Jeffrey Cerutti,Chief Executive Officer
801-73124,"  Pine Capital Management, LLC     ",Funds Manager, 100 Pine Street, San Francisco, California,94111, United States,  (415) 229-9000,#,2/21/12,3/31/15,Delaware,801-73124,6,Julie Meissner,Cco,Leon Root,Cfo,Richard Dirickson,Managing Member
801-77195,"  North Peak Asset Management, LLC     ",Funds Manager, 457 Washington Street, Duxbury, Massachusetts,2332, United States,  (781) 285-8903,http://northpeakam.com,11/30/12,3/31/15,Delaware,801-77195,3,Michael Hanus,Managing Member/Member,Cory Pavlik,"Cco, Cfo/Member",Gary Gallagher,Member
801-73650,  CIT Asset Management LLC     ,Funds Manager, 11 West 42nd Street, New York, New York,10036, United States,  (212) 771-9339,http://www.cit.com/,3/30/12,3/31/15,Delaware,801-73650,6,Kenneth Boyle,Senior Vice President,Kathleen Nassaney,Director (Officer),Markus van Ophem,Director &amp; Assistant Secretary
801-56365,  AMG Funds LLC     ,Funds Manager, 800 Connecticut Avenue, Norwalk, Connecticut,6854, United States,  (203) 299-3500,https://www.amgfunds.com,3/30/99,3/31/15,Delaware,801-56365,112,Keitha Kinne,Chief Operating Officer/Cio,Patrick Spellman,Chief Compliance Officer,Jeffrey Cerutti,Chief Executive Officer
801-61883,"  BEL Air Management, LLC     ",Funds Manager," 1999 Avenue Of The Stars, Suite 2800", Los Angeles, California,90067, United States,  (310) 229-1500,#,3/14/03,3/31/15,Delaware,801-61883,7,Andrew Dunbar,General Counsel/Chief Compliance Officer,,,,
801-74254,"  EDG Management Company, LLC     ",Funds Manager, 5445 Triangle Parkway, Norcross, Georgia,30092, United States,  (770) 453-8000,http://www.edgpartners.com/,3/23/12,3/31/15,Delaware,801-74254,12,James Eaton,Managing Director,Alan Dahl,Managing Director,Michael Gaffney,"Managing Director, Cco"
801-78066,"  Quant Global Capital Advisors, LLC     ",Funds Manager, 30 Broad Street, New York, New York,10004, United States,  (203) 570-1730,http://www.quantgloballlc.com,5/20/13,3/31/15,Delaware,801-78066,4,Huiming Qiu,"Managing Member, Chief Compliance Officer",Frank Xu,Member,,
